date,home,away,home_score,away_score
2025-11-14,Pewamo-Westphalia,Ithaca,42,21
2025-11-14,Maple City Glen Lake,Bark River-Harris,21,22
2025-11-14,Hudson,Springport,68,22
2025-11-14,Madison Heights Madison,Allen Park Cabrini,32,34
2025-11-15,Hudsonville,East Kentwood,28,52
2025-11-15,Portland,Vicksburg,41,42
2025-11-15,Saginaw Swan Valley,Ogemaw Heights,14,34
2025-11-15,Kent City,Montrose,50,20
2025-11-15,Menominee,Shelby,43,0
2025-11-15,Hanover-Horton,Schoolcraft,14,22
2025-11-15,Millington,Clinton,18,20
2025-11-15,Harbor Beach,Beal City,26,15
2025-11-22,Detroit Catholic Central,East Kentwood,46,6
2025-11-22,Rochester Adams,Detroit Cass Tech,22,48
2025-11-22,Portage Central,Orchard Lake St Mary's,7,42
2025-11-22,Dexter,Birmingham Groves,41,6
2025-11-22,Mount Pleasant,Lowell,41,21
2025-11-22,DeWitt,Warren De La Salle Collegiate,41,20
2025-11-22,Hudsonville Unity Christian,Vicksburg,45,17
2025-11-22,Grand Rapids West Catholic,Ogemaw Heights,34,24
2025-11-22,Pontiac Notre Dame Prep,Monroe Jefferson,51,21
2025-11-22,Kent City,Kingsley,0,14
2025-11-22,Jackson Lumen Christi,Almont,25,19
2025-11-22,Menominee,Pewamo-Westphalia,32,28
2025-11-22,Clinton,Schoolcraft,14,43
2025-11-22,Harbor Beach,Bark River-Harris,40,0
2025-11-22,Hudson,Allen Park Cabrini,67,14
2025-11-28,Dexter,Orchard Lake St Mary's,14,51
2025-11-28,Hudsonville Unity Christian,Dearborn Divine Child,22,23
2025-11-28,Jackson Lumen Christi,Kingsley,28,14
2025-11-28,Hudson,Harbor Beach,20,31
2025-11-30,Detroit Catholic Central,Detroit Cass Tech,42,19
2025-11-30,DeWitt,Mount Pleasant,54,20
2025-11-30,Pontiac Notre Dame Prep,Grand Rapids West Catholic,14,42
2025-11-30,Menominee,Schoolcraft,34,6
